;Код ДС;состояние площадки;Площадь;Генпроектировщик;Генподрядчик;Кол-во рабочих;date_report
1084;019-0471;Свободна, передана;11500.0;20;8;337.0;2023.03.12
1085;019-0675;Свободна, передана;8844.0;26;18;168.0;2023.03.12
1086;020-0712;Свободна, передана;6671.21;8;5;85.0;2023.03.12
1087;020-0709;Свободна, не передана;6848.84;27;1;85.0;2023.03.12
1088;021-0050;;;0;0;;2023.03.12
1089;020-0683;Свободна, не передана;7515.86;27;1;39.0;2023.03.12
1090;021-0049;;;0;0;;2023.03.12
1091;021-0781;Свободна, не передана;8226.4;2;0;;2023.03.12
1092;021-0048;Свободна, не передана;10320.0;6;0;;2023.03.12
1094;020-0711;Свободна, передана;7265.0;28;19;29.0;2023.03.12
1095;019-0594;Занята;17488.0;1;2;;2023.03.12
1096;020-0156;Занята;13288.0;21;15;;2023.03.12
1097;020-0149;Свободна, передана;2812.0;8;5;94.0;2023.03.12
1098;019-0676;Свободна, не передана;6291.0;29;20;106.0;2023.03.12
1099;020-0779;Свободна, передана;2992.5;26;18;10.0;2023.03.12
1100;019-0674;Занята;9030.0;6;0;;2023.03.12
1102;019-0589;Занята;3751.1;1;2;;2023.03.12
1104;020-0157;Занята;7243.9;30;7;49.0;2023.03.12
1105;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.03.12
1106;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.03.12
1108;017-0527;Занята;14784.0;8;5;;2023.03.12
1109;017-0520;Свободна, не передана;6367.0;8;5;;2023.03.12
1112;021-0548;Занята;4037.0;32;0;;2023.03.12
1015;022-0043;;;0;0;;2023.03.13
1016;023-0091;;17000.0;0;0;;2023.03.13
1017;022-0629;;;0;1;;2023.03.13
1018;022-0170;Свободна, передана;16402.54;1;2;492.0;2023.03.13
1020;021-0549;Занята;;0;0;;2023.03.13
1021;022-0526;Занята;18100.0;0;0;;2023.03.13
1022;022-0520;Свободна, не передана;27225.0;0;0;;2023.03.13
1023;022-0519;Свободна, не передана;8307.0;0;0;;2023.03.13
1024;022-0515;Занята;5500.0;0;0;;2023.03.13
1025;022-0513;Свободна, не передана;6892.0;0;0;;2023.03.13
1026;022-0527;Не передана;9850.0;0;0;;2023.03.13
1027;022-0522;Не передана;13260.0;0;0;;2023.03.13
1028;022-0518;Занята;6000.0;0;0;;2023.03.13
1029;022-0631;;;0;2;;2023.03.13
1030;023-0092;;4000.0;0;0;;2023.03.13
1031;021-0550;Занята;1977.5;2;0;;2023.03.13
1032;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.03.13
1033;022-0592;;3956.0;3;0;;2023.03.13
1034;022-0525;Не передана;9900.0;0;0;;2023.03.13
1035;022-0707;;;0;0;;2023.03.13
1036;022-0630;;;0;0;;2023.03.13
1037;022-0523;;27225.0;0;0;;2023.03.13
1039;023-0093;;17000.0;0;0;;2023.03.13
1040;023-0089;;7500.0;0;0;;2023.03.13
1041;022-0524;Занята;6800.0;0;0;;2023.03.13
1042;022-0528;Занята;12225.0;0;0;;2023.03.13
1043;023-0090;;4000.0;0;0;;2023.03.13
1044;022-0354;Занята;20271.0;0;0;;2023.03.13
1045;022-0176;Не передана;17000.0;4;0;;2023.03.13
1046;022-0172;Свободна, передана;;5;3;;2023.03.13
1047;020-0776;Свободна, не передана;3328.02;6;0;;2023.03.13
1048;022-0171;Свободна, передана;6671.21;1;2;138.0;2023.03.13
1049;022-0517;Занята;7000.0;0;0;;2023.03.13
1052;019-0668;Свободна, передана;2766.4;7;4;47.0;2023.03.13
1053;019-0464;Свободна, передана;11837.18;8;5;76.0;2023.03.13
1055;020-0720;Свободна, передана;20164.69;9;6;203.0;2023.03.13
1056;020-0719;Свободна, передана;5149.6;2;7;37.0;2023.03.13
1057;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.03.13
1058;019-0429;Свободна, передана;11410.0;11;7;97.0;2023.03.13
1059;020-0155;Свободна, не передана;16484.0;8;5;;2023.03.13
1060;019-0428;Свободна, передана;9067.1;12;4;48.0;2023.03.13
1061;020-0684;Занята;2488.6;1;2;;2023.03.13
1062;019-0467;Свободна, передана;11215.0;10;8;44.0;2023.03.13
1063;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.03.13
1065;019-0481;Свободна, передана;15122.0;13;9;216.0;2023.03.13
1066;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.03.13
1067;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.03.13
1069;019-0477;Свободна, передана;3592.7;16;12;43.0;2023.03.13
1070;019-0474;Свободна, передана;11561.12;17;13;271.0;2023.03.13
1071;019-0475;Свободна, передана;12032.12;18;14;297.0;2023.03.13
1072;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.03.13
1073;019-0483;Свободна, передана;16366.63;19;11;176.0;2023.03.13
1074;019-0469;Свободна, передана;9411.0;20;1;148.0;2023.03.13
1075;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.03.13
1076;020-0151;Занята;4080.0;21;15;;2023.03.13
1077;019-0480;Свободна, передана;14919.0;10;8;380.0;2023.03.13
1078;019-0431;Свободна, передана;19433.4;22;16;181.0;2023.03.13
1079;019-0430;Свободна, не передана;16094.4;23;15;;2023.03.13
1080;019-0463;Свободна, передана;5245.4;24;12;23.0;2023.03.13
1081;020-0710;Свободна, передана;8067.83;8;5;185.0;2023.03.13
1082;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.03.13
1084;019-0471;Свободна, передана;11500.0;20;8;337.0;2023.03.13
1085;019-0675;Свободна, передана;8844.0;26;18;167.0;2023.03.13
1086;020-0712;Свободна, передана;6671.21;8;5;84.0;2023.03.13
1087;020-0709;Свободна, не передана;6848.84;27;1;85.0;2023.03.13
1088;021-0050;;;0;0;;2023.03.13
1089;020-0683;Свободна, не передана;7515.86;27;1;37.0;2023.03.13
1090;021-0049;;;0;0;;2023.03.13
1091;021-0781;Свободна, не передана;8226.4;2;0;;2023.03.13
1092;021-0048;Свободна, не передана;10320.0;6;0;;2023.03.13
1094;020-0711;Свободна, передана;7265.0;28;19;29.0;2023.03.13
1095;019-0594;Занята;17488.0;1;2;;2023.03.13
1096;020-0156;Занята;13288.0;21;15;;2023.03.13
1097;020-0149;Свободна, передана;2812.0;8;5;94.0;2023.03.13
1098;019-0676;Свободна, не передана;6291.0;29;20;108.0;2023.03.13
1099;020-0779;Свободна, передана;2992.5;26;18;10.0;2023.03.13
1100;019-0674;Занята;9030.0;6;0;;2023.03.13
1102;019-0589;Занята;3751.1;1;2;;2023.03.13
1104;020-0157;Занята;7243.9;30;7;8.0;2023.03.13
1105;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.03.13
1106;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.03.13
1108;017-0527;Занята;14784.0;8;5;;2023.03.13
1109;017-0520;Свободна, не передана;6367.0;8;5;;2023.03.13
1112;021-0548;Занята;4037.0;32;0;;2023.03.13
1015;022-0043;;;0;0;;2023.03.14
1016;023-0091;;17000.0;0;0;;2023.03.14
1017;022-0629;;;0;1;;2023.03.14
1018;022-0170;Свободна, передана;16402.54;1;2;492.0;2023.03.14
1020;021-0549;Занята;;0;0;;2023.03.14
1021;022-0526;Занята;18100.0;0;0;;2023.03.14
1022;022-0520;Свободна, не передана;27225.0;0;0;;2023.03.14
1023;022-0519;Свободна, не передана;8307.0;0;0;;2023.03.14
1024;022-0515;Занята;5500.0;0;0;;2023.03.14
1025;022-0513;Свободна, не передана;6892.0;0;0;;2023.03.14
1026;022-0527;Не передана;9850.0;0;0;;2023.03.14
1027;022-0522;Не передана;13260.0;0;0;;2023.03.14
1028;022-0518;Занята;6000.0;0;0;;2023.03.14
1029;022-0631;;;0;2;;2023.03.14
1030;023-0092;;4000.0;0;0;;2023.03.14
1031;021-0550;Занята;1977.5;2;0;;2023.03.14
1032;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.03.14
1033;022-0592;;3956.0;3;0;;2023.03.14
1034;022-0525;Не передана;9900.0;0;0;;2023.03.14
1035;022-0707;;;0;0;;2023.03.14
1036;022-0630;;;0;0;;2023.03.14
1037;022-0523;;27225.0;0;0;;2023.03.14
1039;023-0093;;17000.0;0;0;;2023.03.14
1040;023-0089;;7500.0;0;0;;2023.03.14
1041;022-0524;Занята;6800.0;0;0;;2023.03.14
1042;022-0528;Занята;12225.0;0;0;;2023.03.14
1043;023-0090;;4000.0;0;0;;2023.03.14
1044;022-0354;Занята;20271.0;0;0;;2023.03.14
1045;022-0176;Не передана;17000.0;4;0;;2023.03.14
1046;022-0172;Свободна, передана;;5;3;;2023.03.14
1047;020-0776;Свободна, не передана;3328.02;6;0;;2023.03.14
1048;022-0171;Свободна, передана;6671.21;1;2;138.0;2023.03.14
1049;022-0517;Занята;7000.0;0;0;;2023.03.14
1052;019-0668;Свободна, передана;2766.4;7;4;47.0;2023.03.14
1053;019-0464;Свободна, передана;11837.18;8;5;76.0;2023.03.14
1055;020-0720;Свободна, передана;20164.69;9;6;203.0;2023.03.14
1056;020-0719;Свободна, передана;5149.6;2;7;37.0;2023.03.14
1057;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.03.14
1058;019-0429;Свободна, передана;11410.0;11;7;97.0;2023.03.14
1059;020-0155;Свободна, не передана;16484.0;8;5;;2023.03.14
1060;019-0428;Свободна, передана;9067.1;12;4;48.0;2023.03.14
1061;020-0684;Занята;2488.6;1;2;;2023.03.14
1062;019-0467;Свободна, передана;11215.0;10;8;44.0;2023.03.14
1063;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.03.14
1065;019-0481;Свободна, передана;15122.0;13;9;216.0;2023.03.14
1066;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.03.14
1067;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.03.14
1069;019-0477;Свободна, передана;3592.7;16;12;43.0;2023.03.14
1070;019-0474;Свободна, передана;11561.12;17;13;271.0;2023.03.14
1071;019-0475;Свободна, передана;12032.12;18;14;297.0;2023.03.14
1072;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.03.14
1073;019-0483;Свободна, передана;16366.63;19;11;176.0;2023.03.14
1074;019-0469;Свободна, передана;9411.0;20;1;148.0;2023.03.14
1075;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.03.14
1076;020-0151;Занята;4080.0;21;15;;2023.03.14
1077;019-0480;Свободна, передана;14919.0;10;8;380.0;2023.03.14
1078;019-0431;Свободна, передана;19433.4;22;16;181.0;2023.03.14
1079;019-0430;Свободна, не передана;16094.4;23;15;;2023.03.14
1080;019-0463;Свободна, передана;5245.4;24;12;23.0;2023.03.14
1081;020-0710;Свободна, передана;8067.83;8;5;185.0;2023.03.14
1082;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.03.14
1084;019-0471;Свободна, передана;11500.0;20;8;337.0;2023.03.14
1085;019-0675;Свободна, передана;8844.0;26;18;167.0;2023.03.14
1086;020-0712;Свободна, передана;6671.21;8;5;84.0;2023.03.14
1087;020-0709;Свободна, не передана;6848.84;27;1;85.0;2023.03.14
1088;021-0050;;;0;0;;2023.03.14
1089;020-0683;Свободна, не передана;7515.86;27;1;37.0;2023.03.14
1090;021-0049;;;0;0;;2023.03.14
1091;021-0781;Свободна, не передана;8226.4;2;0;;2023.03.14
1092;021-0048;Свободна, не передана;10320.0;6;0;;2023.03.14
1094;020-0711;Свободна, передана;7265.0;28;19;29.0;2023.03.14
1095;019-0594;Занята;17488.0;1;2;;2023.03.14
1096;020-0156;Занята;13288.0;21;15;;2023.03.14
1097;020-0149;Свободна, передана;2812.0;8;5;94.0;2023.03.14
1098;019-0676;Свободна, не передана;6291.0;29;20;108.0;2023.03.14
1099;020-0779;Свободна, передана;2992.5;26;18;10.0;2023.03.14
1100;019-0674;Занята;9030.0;6;0;;2023.03.14
1102;019-0589;Занята;3751.1;1;2;;2023.03.14
1104;020-0157;Занята;7243.9;30;7;8.0;2023.03.14
1105;019-0476;Свободна, передана;5429.0;31;19;3.0;2023.03.14
1106;019-0470;Свободна, передана;15050.0;18;21;63.0;2023.03.14
1108;017-0527;Занята;14784.0;8;5;;2023.03.14
1109;017-0520;Свободна, не передана;6367.0;8;5;;2023.03.14
1112;021-0548;Занята;4037.0;32;0;;2023.03.14
1011;022-0043;;;0;0;;2023.03.15
1013;023-0091;;17000.0;0;0;;2023.03.15
1014;022-0629;;;0;1;;2023.03.15
1015;022-0170;Свободна, передана;16402.54;1;2;458.0;2023.03.15
1018;021-0549;Занята;;0;0;;2023.03.15
1019;022-0526;Занята;18100.0;0;0;;2023.03.15
1020;022-0520;Свободна, не передана;27225.0;0;0;;2023.03.15
1021;022-0519;Свободна, не передана;8307.0;6;0;;2023.03.15
1022;022-0515;Занята;5500.0;0;0;;2023.03.15
1024;022-0513;Свободна, не передана;6892.0;0;0;;2023.03.15
1025;022-0527;Не передана;9850.0;0;0;;2023.03.15
1026;022-0522;Не передана;13260.0;0;0;;2023.03.15
1027;022-0518;Занята;6000.0;0;0;;2023.03.15
1028;022-0631;;;0;2;;2023.03.15
1029;023-0092;;4000.0;0;0;;2023.03.15
1030;021-0550;Занята;1977.5;2;0;;2023.03.15
1031;022-0355;Передана под снос (для объектов сноса);;1;2;;2023.03.15
1032;022-0592;;3956.0;3;0;;2023.03.15
1033;022-0525;Не передана;9900.0;0;0;;2023.03.15
1034;023-0135;;;0;0;;2023.03.15
1035;022-0707;;;0;0;;2023.03.15
1036;022-0630;;;0;0;;2023.03.15
1037;022-0523;;27225.0;0;0;;2023.03.15
1039;023-0093;;17000.0;0;0;;2023.03.15
1040;023-0089;;7500.0;0;0;;2023.03.15
1041;022-0524;Занята;6800.0;0;0;;2023.03.15
1042;022-0528;Занята;12225.0;0;0;;2023.03.15
1043;023-0090;;4000.0;0;0;;2023.03.15
1044;022-0354;Занята;20271.0;0;0;;2023.03.15
1045;022-0176;Не передана;17000.0;4;0;;2023.03.15
1047;022-0172;Свободна, передана;;5;3;;2023.03.15
1048;020-0776;Свободна, не передана;3328.02;6;0;;2023.03.15
1049;022-0171;Свободна, передана;6671.21;1;2;190.0;2023.03.15
1050;022-0517;Занята;7000.0;0;0;;2023.03.15
1053;019-0668;Свободна, передана;2766.4;7;4;50.0;2023.03.15
1054;019-0464;Свободна, передана;11837.18;8;5;63.0;2023.03.15
1056;020-0720;Свободна, передана;20164.69;9;6;221.0;2023.03.15
1057;020-0719;Свободна, передана;5149.6;2;7;35.0;2023.03.15
1058;019-0466;Свободна, передана;5270.32;10;1;17.0;2023.03.15
1059;019-0429;Свободна, передана;11410.0;11;7;98.0;2023.03.15
1060;020-0155;Свободна, не передана;16484.0;8;5;;2023.03.15
1061;019-0428;Свободна, передана;9067.1;12;4;48.0;2023.03.15
1062;020-0684;Занята;2488.6;1;2;;2023.03.15
1063;019-0467;Свободна, передана;11215.0;10;8;28.0;2023.03.15
1064;019-0482;Свободна, снос завершен (для объектов сноса);16442.0;10;8;;2023.03.15
1066;019-0481;Свободна, передана;15122.0;13;9;218.0;2023.03.15
1067;019-0473;Свободна, передана;11507.82;14;10;0.0;2023.03.15
1068;019-0472;Свободна, передана;5318.0;15;11;9.0;2023.03.15
1070;019-0477;Свободна, передана;3592.7;16;12;30.0;2023.03.15
1071;019-0474;Свободна, передана;11561.12;17;13;232.0;2023.03.15
1072;019-0475;Свободна, передана;12032.12;18;14;246.0;2023.03.15
1073;019-0465;Свободна, передана;4624.3;10;8;20.0;2023.03.15
1074;019-0483;Свободна, передана;16366.63;19;11;175.0;2023.03.15
1075;019-0469;Свободна, передана;9411.0;20;1;143.0;2023.03.15
1076;019-0478;Свободна, передана;21197.0;20;3;0.0;2023.03.15
1077;020-0151;Занята;4080.0;21;15;;2023.03.15
1078;019-0480;Свободна, передана;14919.0;10;8;414.0;2023.03.15
1079;019-0431;Свободна, передана;19433.4;22;16;183.0;2023.03.15
1080;019-0430;Свободна, не передана;16094.4;23;15;;2023.03.15
1081;019-0463;Свободна, передана;5245.4;24;12;18.0;2023.03.15
1082;020-0710;Свободна, передана;8067.83;8;5;187.0;2023.03.15
1083;020-0708;Свободна, передана;6575.0;25;17;0.0;2023.03.15
1085;019-0471;Свободна, передана;11500.0;20;8;349.0;2023.03.15
1086;019-0675;Свободна, передана;8844.0;26;18;165.0;2023.03.15
1087;020-0712;Свободна, передана;6671.21;8;5;96.0;2023.03.15
